Individu,Lieu_depart,Temps_attente,Temps_trajet,Heure_depart,Heure_arrivee,Lieu_arrivee,Numero_trajet
58,Rue,0.88,0.41,11.929602916158236,12.339602916158235,Domicile,4
81,Entreprise,7.58,0.09,12.300394169752922,12.390394169752922,Domicile,2
29,Entreprise,4.74,0.13,12.322192146571908,12.452192146571909,Domicile,2
75,Rue,0.3,0.09,12.414249544701441,12.504249544701441,Domicile,2
24,Domicile,4.54,0.82,11.698913627973837,12.518913627973838,Rue,4
21,Entreprise,5.2,0.14,12.48357178283467,12.623571782834668,Domicile,3
94,Rue,0.83,0.11,12.51671440343334,12.62671440343334,Rue,3
79,Rue,1.05,0.09,12.556689356404243,12.646689356404243,Domicile,8
61,Rue,1.28,0.45,12.213742701889087,12.663742701889088,Parking,3
58,Domicile,0.26,0.08,12.599602916158235,12.679602916158235,Parking,5
51,Parking,0.31,0.07,12.630428119435942,12.700428119435943,Domicile,5
86,Parking,5.33,0.16,12.543014068146107,12.703014068146107,Domicile,3
19,Entreprise,6.14,0.14,12.568616654215747,12.708616654215746,Domicile,4
62,Rue,4.71,0.18,12.560431509092545,12.740431509092545,Rue,3
68,Rue,1.79,0.05,12.757697909092812,12.807697909092813,Rue,7
19,Domicile,0.05,0.06,12.758616654215746,12.818616654215745,Rue,5
92,Rue,1.11,0.19,12.688189137325042,12.878189137325043,Rue,3
24,Rue,0.41,0.03,12.928913627973838,12.958913627973837,Domicile,5
31,Parking,5.17,0.02,12.953756095866943,12.973756095866943,Rue,4
47,Parking,0.51,0.25,12.727131515536076,12.977131515536076,Domicile,6
88,Rue,4.15,0.45,12.566125734851497,13.016125734851496,Rue,2
14,Entreprise,6.48,0.37,12.68140059249042,13.051400592490419,Domicile,2
18,Rue,1.65,0.09,12.982635540481867,13.072635540481867,Rue,4
9,Parking,7.78,0.15,12.946425580891198,13.096425580891196,Domicile,3
43,Entreprise,7.04,0.21,13.171003650055304,13.381003650055304,Domicile,4
78,Parking,1.7,0.09,13.494217699715858,13.584217699715857,Domicile,3
17,Entreprise,8.9,0.11,13.484508123747661,13.59450812374766,Domicile,2
96,Rue,2.07,0.11,13.535217859352477,13.645217859352476,Rue,6
88,Rue,0.49,0.19,13.506125734851496,13.696125734851496,Rue,3
80,Parking,9.02,0.18,13.528406595394527,13.708406595394527,Parking,3
35,Rue,1.88,0.24,13.478875147888388,13.71887514788839,Parking,5
62,Rue,0.61,0.4,13.350431509092545,13.750431509092545,Parking,4
82,Parking,1.46,0.16,13.678331619430761,13.83833161943076,Rue,5
47,Domicile,0.46,0.48,13.437131515536077,13.917131515536076,Rue,7
96,Rue,0.25,0.12,13.895217859352476,14.015217859352475,Rue,7
25,Rue,1.69,0.2,13.826186965071068,14.02618696507107,Domicile,3
58,Parking,0.97,0.38,13.649602916158235,14.029602916158234,Parking,6
43,Domicile,0.35,0.31,13.731003650055303,14.041003650055304,Rue,5
32,Parking,3.45,0.23,13.851717192979827,14.081717192979827,Domicile,4
52,Rue,5.36,0.96,13.12726224891585,14.087262248915849,Rue,2
46,Entreprise,8.92,0.46,13.627630542536906,14.087630542536907,Parking,2
69,Parking,5.59,0.13,13.982776409449219,14.11277640944922,Rue,2
67,Entreprise,9.32,0.21,14.006329124775382,14.216329124775383,Parking,2
47,Rue,0.07,0.23,13.987131515536076,14.217131515536076,Parking,8
87,Entreprise,7.44,0.11,14.128630723228255,14.238630723228257,Domicile,4
6,Parking,2.23,0.22,14.06665156204382,14.286651562043819,Rue,3
92,Rue,1.34,0.07,14.218189137325043,14.288189137325043,Entreprise,4
22,Domicile,2.22,0.66,13.628798037765423,14.288798037765423,Domicile,5
62,Parking,0.34,0.24,14.090431509092545,14.330431509092545,Rue,5
64,Parking,4.66,0.04,14.302173907909282,14.342173907909281,Parking,3
